[WARN ] 2018-11-06T09:31:40,176Z [Thread-2 (ActiveMQ-server-org.apache.activemq.artemis.core.server.impl.ActiveMQServerImpl$3@3c5cb013)] core.client.fail - AMQ212037: Connection failure has been detected: AMQ119014: Did not receive data from /2a01:4c8:102b:f582:71e2:d233:eb05:4905:59872 within the 60,000ms connection TTL. The connection will now be closed. [code=CONNECTION_TIMEDOUT] {}
[WARN ] 2018-11-06T09:31:25,029Z [HikariPool-1 housekeeper] pool.HikariPool.run - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=11h41m20s102ms). {}
[INFO ] 2018-11-06T09:33:26,684Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:26,691Z [nioEventLoopGroup-2-20] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:27,697Z [nioEventLoopGroup-2-21] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:27,705Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:27,716Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:27,722Z [nioEventLoopGroup-2-1] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:28,716Z [nioEventLoopGroup-2-24] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:28,725Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:28,733Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:28,740Z [nioEventLoopGroup-2-5] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:29,729Z [nioEventLoopGroup-2-4] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:29,739Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:29,746Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:29,784Z [nioEventLoopGroup-2-9] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:30,741Z [nioEventLoopGroup-2-8] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:30,749Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:30,787Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:30,792Z [nioEventLoopGroup-2-13] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:31,750Z [nioEventLoopGroup-2-12] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:31,754Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:31,793Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:31,803Z [nioEventLoopGroup-2-17] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:35,420Z [nioEventLoopGroup-2-16] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:35,424Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:35,452Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:35,460Z [nioEventLoopGroup-2-20] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:39,703Z [nioEventLoopGroup-2-21] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:39,713Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:39,758Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:39,766Z [nioEventLoopGroup-2-1] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:42,984Z [nioEventLoopGroup-2-24] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:42,984Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:42,993Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:42,994Z [nioEventLoopGroup-2-4] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:46,163Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:46,163Z [nioEventLoopGroup-2-5] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:46,174Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:46,175Z [nioEventLoopGroup-2-8] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:50,161Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:50,161Z [nioEventLoopGroup-2-9] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:50,172Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:50,172Z [nioEventLoopGroup-2-12] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:53,921Z [nioEventLoopGroup-2-13] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:53,921Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:53,932Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:53,933Z [nioEventLoopGroup-2-16] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:56,927Z [nioEventLoopGroup-2-17] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:56,930Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:56,934Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:56,936Z [nioEventLoopGroup-2-20] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:59,859Z [nioEventLoopGroup-2-21] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:59,869Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:33:59,906Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:33:59,915Z [nioEventLoopGroup-2-1] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:00,880Z [nioEventLoopGroup-2-24] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:00,889Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:00,926Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:00,934Z [nioEventLoopGroup-2-5] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:02,126Z [nioEventLoopGroup-2-4] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:02,139Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:02,179Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:02,187Z [nioEventLoopGroup-2-9] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:05,319Z [nioEventLoopGroup-2-8] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:05,325Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:05,326Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:05,335Z [nioEventLoopGroup-2-12] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:07,818Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:07,818Z [nioEventLoopGroup-2-13] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:07,827Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:07,827Z [nioEventLoopGroup-2-16] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:10,672Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:10,672Z [nioEventLoopGroup-2-17] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:10,683Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:10,683Z [nioEventLoopGroup-2-20] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:13,823Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:13,823Z [nioEventLoopGroup-2-21] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:13,833Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:13,833Z [nioEventLoopGroup-2-24] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:16,420Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:16,420Z [nioEventLoopGroup-2-1] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:16,430Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:16,431Z [nioEventLoopGroup-2-4] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:18,810Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:18,811Z [nioEventLoopGroup-2-5] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:18,823Z [nioEventLoopGroup-2-8] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:18,825Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:19,835Z [nioEventLoopGroup-2-9] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:19,836Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:19,850Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:19,853Z [nioEventLoopGroup-2-12] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:21,825Z [nioEventLoopGroup-2-13] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:21,825Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:21,834Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:21,837Z [nioEventLoopGroup-2-16] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:25,612Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:25,612Z [nioEventLoopGroup-2-17] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:25,620Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:25,621Z [nioEventLoopGroup-2-20] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:27,078Z [nioEventLoopGroup-2-21] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:27,078Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:27,090Z [nioEventLoopGroup-2-24] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:27,091Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:38,068Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:38,067Z [nioEventLoopGroup-2-1] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:38,077Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:38,077Z [nioEventLoopGroup-2-4] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:41,118Z [nioEventLoopGroup-2-5] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:41,118Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:41,126Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:41,129Z [nioEventLoopGroup-2-8] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:42,773Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:42,773Z [nioEventLoopGroup-2-9] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:42,833Z [nioEventLoopGroup-2-12] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:42,834Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:45,720Z [nioEventLoopGroup-2-13] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:45,720Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:45,729Z [nioEventLoopGroup-2-16] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:45,730Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:47,449Z [nioEventLoopGroup-2-17] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:47,449Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:47,462Z [nioEventLoopGroup-2-20] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:47,462Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:51,521Z [nioEventLoopGroup-2-21] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:51,521Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:51,533Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:51,533Z [nioEventLoopGroup-2-24] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:52,957Z [nioEventLoopGroup-2-1] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:52,958Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:52,965Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:52,965Z [nioEventLoopGroup-2-4] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:54,122Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:54,135Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:54,147Z [nioEventLoopGroup-2-5] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:54,159Z [nioEventLoopGroup-2-9] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:57,753Z [nioEventLoopGroup-2-8] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:57,753Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:57,764Z [nioEventLoopGroup-2-12] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T09:34:57,766Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T09:34:59,100Z [nioEventLoopGroup-2-13] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
